symbol,name,sector,industry,marketCap,pe,pb,ps,eps_growth,revenue_growth,ebit,ev,fcf,roic,current_price,ev_ebit,fcf_yield,classification,fair_value,dcf_value_gap,valuation_tag,growth_tag,final_tag
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,242875990016,16.024,1.640689,1.2447966,-0.327,-0.01,38499999744,270735884288,13518749696,0.05233,140.21,7.032100937356308,5.566112029068589,Value,137.8125,-1.7099350973539744,Fair Valued,Stable,Value - Fair Valued
CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,Restaurants,70736396288,46.46018,20.301624,6.157814,0.077,0.064,2342904064,73954967552,1160955648,0.1435,52.5,31.565512514301567,1.6412422867475778,Blend,18.255148817761793,-65.22828796616803,Overvalued,Watchlist,Blend - Watchlist
CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,117747777536,14.146365,1.7914981,2.0911748,-0.371,0.033,10869000192,137503227904,11917375488,0.0271,293.82,12.650954593340392,10.121104395670146,Value,327.1274988309718,11.336021656446729,Undervalued,Stable,Value - Undervalued
CHD,"Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,24398661632,42.519314,5.3600607,4.018953,-0.043,-0.024,1365400064,25728794624,764049984,0.08238,99.07,18.843411028285992,3.1315241611364133,Blend,36.697499399919764,-62.95801009395401,Overvalued,Stable,Blend - Stable
CI,The Cigna Group,Healthcare,Healthcare Plans,83396706304,17.391642,2.0946054,0.32657462,,0.144,11470999552,104971575296,7582125056,0.040260002,312.18,9.151039961264571,9.091636099345969,Growth,282.7125236363536,-9.439258236801342,Fair Valued,Watchlist,Growth - Watchlist
CINF,Cincinnati Financial Corporation,Financial Services,Insurance - Property & Casualty,23606593536,16.452068,1.7208062,2.1523151,,-0.126,1972999936,23374534656,1229624960,0.03222,151.03,11.84720497426311,5.20881997703237,Blend,144.58501508746497,-4.267354110133771,Fair Valued,Stable,Blend - Stable
CTAS,Cintas Corporation,Industrials,Specialty Business Services,91926151168,52.944183,20.012306,9.062599,0.177,0.084,2664393984,94374551552,1619095040,0.15531999,227.66,35.42064428861884,1.761299716596441,Growth,75.91650436838358,-66.65356041097093,Overvalued,Momentum,Growth - Momentum
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,261597593600,26.963264,5.694827,4.7030473,0.348,0.114,14741999616,275950469120,11596375040,0.062,66.06,18.71865936154967,4.4329058537639385,Growth,49.539002399709474,-25.009079019513365,Overvalued,Momentum,Growth - Momentum
C,Citigroup Inc.,Financial Services,Banks - Diversified,146168561664,12.36335,0.75322425,2.0352352,0.246,0.025,0,-3806162176,0,0.00541,78.26,,,Value,118.30769168550596,51.17261907169174,Undervalued,Momentum,Value - Undervalued
CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,17940058112,13.133332,0.79577583,2.5210874,0.185,-0.003,0,20264065024,0,0.00703,41.37,,,Value,55.99125568439144,35.34265333427953,Undervalued,Momentum,Value - Undervalued
CLX,The Clorox Company,Consumer Defensive,Household & Personal Products,15738175488,22.924595,583.0594,2.2422247,,-0.08,1260999936,18619150336,1120875008,0.11598,127.69,14.765385631232895,7.122013659427305,Blend,87.72750401915498,-31.29649618673743,Overvalued,Stable,Blend - Stable
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,98824847360,27.61732,3.648798,15.751238,0.115,0.104,4419100160,101102223360,2680800000,0.01762,274.24,22.87846387260885,2.712678108405631,Growth,166.07925750941803,-39.440177395923996,Overvalued,Watchlist,Growth - Watchlist
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,20938680320,20.710058,2.5813112,2.689273,0.052,0.125,2801999872,38251663360,-1015124992,0.03091,70.0,13.651557854175376,-4.848084867270183,Growth,53.33640301731652,-23.805138546690685,Overvalued,Watchlist,Growth - Watchlist
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,307109658624,28.654617,11.719777,6.5495768,0.045,-0.015,15388000256,344845418496,4730375168,0.088929996,71.35,22.410021624579834,1.5402886347483735,Blend,39.030752007608406,-45.29677364035262,Overvalued,Stable,Blend - Stable
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,39573385216,16.901052,2.656431,1.969707,0.22,0.075,3595000064,38760382464,1986499968,0.10094,80.28,10.781747364107975,5.019787812332098,Growth,86.9250032483185,8.277283567910441,Fair Valued,Momentum,Growth - Momentum
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,63999725568,47.14259,6.110949,9.601081,-0.945,0.235,790291008,60543295488,305727264,0.00223,251.27,76.60886290635867,0.4777008983814523,Growth,83.94749842976383,-66.59071977165446,Overvalued,Watchlist,Growth - Watchlist
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,73132294144,25.56374,201.42856,3.6663306,0.024,-0.03,4861000192,80460308480,2880124928,0.16023001,90.24,16.55221256983649,3.9382395448021024,Blend,54.220798678127686,-39.91489508186204,Overvalued,Stable,Blend - Stable
CMCSA,Comcast Corporation,Communication Services,Telecom Services,129559396352,8.546799,1.4996327,1.0485545,-0.082,-0.006,38270001152,220750528512,9956500480,0.05451,34.7,5.768239400757466,7.684892613229826,Value,63.944992739387004,84.27951798094236,Undervalued,Stable,Value - Undervalued
CAG,"Conagra Brands, Inc.",Consumer Defensive,Packaged Foods,10688134144,32.926468,1.2174432,0.91064376,-0.531,-0.063,2138700032,18783846400,1283399936,0.05133,22.39,8.782833552601733,12.007707975114275,Value,10.710000841875903,-52.16614184066144,Overvalued,Stable,Value - Overvalued
COP,ConocoPhillips,Energy,Oil & Gas E&P,110107402240,11.0545,1.6877916,1.8633846,0.037,0.185,25586999296,126656405504,8659749888,0.08781999,87.22,4.9500296630640905,7.864820812977161,Value,122.72894296440363,40.71192726943778,Undervalued,Watchlist,Value - Undervalued
ED,"Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,36609675264,18.781885,1.538054,2.3208873,0.082,0.121,5599000064,62465687552,-879875008,0.03111,101.61,11.156579181635816,-2.403394735558395,Growth,87.80430185788062,-13.586948274893595,Overvalued,Watchlist,Growth - Watchlist
STZ,"Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,30611619840,,4.451723,2.9985814,,0.012,3956999936,42900541440,1076337536,0.092709996,171.93,10.84168363251649,3.5161077447902866,Blend,,,Fair Valued,Stable,Blend - Stable
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,93648994304,31.452631,7.2275167,3.8705928,-0.864,0.102,6545999872,100539113472,3761374976,0.04676,298.8,15.3588627311235,4.016460618669283,Growth,149.6250027541416,-49.92469787344659,Overvalued,Watchlist,Growth - Watchlist
COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,14430775296,34.94203,1.7410877,3.6183681,-0.003,0.063,1123500032,17174339584,229675008,0.038829997,72.33,15.286461143598792,1.5915638854390766,Blend,32.602499053432204,-54.925343490346734,Overvalued,Watchlist,Blend - Watchlist
CPRT,"Copart, Inc.",Industrials,Specialty Business Services,48472502272,33.198677,5.5191016,10.55848,0.077,0.075,1903851008,44210733056,873605888,0.12015,50.13,23.221739973467503,1.8022710754601088,Blend,24.394048895382184,-51.33842231122645,Overvalued,Watchlist,Blend - Watchlist
GLW,Corning Incorporated,Technology,Electronic Components,43431641088,97.51923,3.8329554,3.1946776,-0.25,0.16,2912999936,50637668352,1178125056,0.03592,50.71,17.38334001528794,2.7125962235986325,Growth,8.190000064602645,-83.84933925339648,Overvalued,Watchlist,Growth - Watchlist
CPAY,"Corpay, Inc.",Technology,Software - Infrastructure,23788701696,23.698034,6.885534,5.8810067,0.09,0.075,2143904000,30488334336,690412480,0.06493,337.46,14.220941952624745,2.9022705350754423,Blend,232.82399712988848,-31.006935005663337,Overvalued,Watchlist,Blend - Watchlist
CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,48870658048,43.156628,2.0149064,2.9032648,0.595,-0.017,3328000000,51186659328,2847500032,0.03079,71.64,15.38060676923077,5.826604645272486,Growth,39.715498625147454,-44.562397228995735,Overvalued,Momentum,Growth - Momentum
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,33126565888,280.42856,3.8832839,11.780429,,0.115,183200000,30279739392,85037504,0.0014300001,78.52,165.28242026200874,0.25670485823224004,Growth,4.410000179724919,-94.3835963070238,Overvalued,Watchlist,Growth - Watchlist
COST,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,450102525952,57.471123,16.595104,1.6746382,0.132,0.08,12442000384,443432632320,6088374784,0.087910004,1014.94,35.63997899326861,1.3526639894149979,Growth,299.8667904923313,-70.45472732453827,Overvalued,Watchlist,Growth - Watchlist
CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,19524216832,14.959064,1.3739392,3.365084,0.449,0.405,3574000128,23868209152,1317874944,0.04621,25.58,6.6782899544428895,6.7499503582649005,Value,37.16685081366053,45.29652390015846,Undervalued,Momentum,Value - Undervalued
CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,116750254080,,33.808014,28.227667,,0.198,-19393000,112961716224,1306602368,-0.0152,468.41,,1.119143061654226,Growth,,,Fair Valued,Watchlist,Growth - Watchlist
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,43088666624,,-34.357635,6.6137633,,-0.048,3944999936,72703647744,1286625024,0.04042,98.95,18.429315316470515,2.9859940555305124,Blend,,,Fair Valued,Stable,Blend - Stable
CSX,CSX Corporation,Industrials,Railroads,60545667072,19.184525,4.975301,4.239299,-0.244,-0.07,6789000192,79128535040,2121124992,0.07445,32.23,11.655403270314121,3.50334729895302,Blend,26.459998358051603,-17.90258033493141,Overvalued,Stable,Blend - Stable
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,44986654720,16.079271,4.118159,1.3280977,-0.575,-0.027,5036000256,51990618112,-424875008,0.07728,326.57,10.323791792912887,-0.9444467712579452,Blend,319.8825058673369,-2.047798062486793,Fair Valued,Stable,Blend - Stable
CVS,CVS Health Corporation,Healthcare,Healthcare Plans,80429973504,15.174225,1.0430132,0.21348877,0.602,0.069,13946999808,149169930240,6530874880,0.02309,63.58,10.695485214994848,8.119951549748057,Value,100.68569564508235,58.36064115300778,Undervalued,Momentum,Value - Undervalued
DHR,Danaher Corporation,Healthcare,Diagnostics & Research,140285640704,37.988373,2.7585917,5.8894057,-0.09,-0.009,7464000000,155877556224,4234749952,0.03928,196.02,20.883916964630224,3.0186624452428745,Blend,81.26999805966946,-58.53994589344482,Overvalued,Stable,Blend - Stable
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,25456666624,24.496622,11.562749,2.1642592,0.055,0.062,1855299968,33115518976,765237504,0.07198,217.53,17.84914544665157,3.006039696016408,Blend,140.52599782941502,-35.39925627296694,Overvalued,Watchlist,Blend - Watchlist
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,10422068224,13.680555,-39.90162,0.80364335,-0.245,0.05,2659367936,24146915328,1583755776,0.07041,137.9,9.07994527613948,15.196175480341973,Value,158.7600064471069,15.126908228503902,Undervalued,Stable,Value - Undervalued
DAY,Dayforce Inc,Technology,Software - Application,9660009472,377.625,3.7293992,5.3361373,1.25,0.117,233500000,10333914112,267812496,0.00551,60.42,44.25659148608137,2.7723833685284403,Growth,5.4,-91.06256206554121,Overvalued,Momentum,Growth - Momentum
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,16321399808,17.254345,6.528002,3.2737005,0.204,0.065,1252734976,14709173248,780141632,0.22059,109.22,11.741648097801653,4.779869626241314,Growth,114.31979597023242,4.669287648995075,Fair Valued,Momentum,Growth - Momentum
DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,140827328512,25.120289,5.7984767,3.103017,-0.222,-0.162,9306000384,201164357632,4988000256,0.043109998,519.99,21.616628984656614,3.54192634959696,Blend,326.0250110976032,-37.30167674424446,Overvalued,Stable,Blend - Stable
DELL,Dell Technologies Inc.,Technology,Computer Hardware,77745627136,17.690514,-26.179518,0.8039796,0.038,0.051,9886000128,100460396544,-2492124928,0.05335,113.75,10.161885013481562,-3.2054856585574125,Value,100.11509558173381,-11.986729158915331,Overvalued,Watchlist,Value - Overvalued
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,33267957760,9.033689,2.1394079,0.5371431,5.4,0.021,7950000128,52716711936,1395000064,0.04735,50.95,6.631032841160729,4.193224225135003,Value,541.4399366637483,962.6887863861596,Undervalued,Momentum,Value - Undervalued
DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,20733409280,7.3553534,1.42971,1.300471,-0.183,0.216,7759000064,28770408448,-1608749952,0.09558,32.29,3.7080046669271427,-7.759215719297276,Value,69.14249694650972,114.12975207962133,Undervalued,Watchlist,Value - Undervalued
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,33983913984,65.16541,14.992215,8.192843,-0.258,0.125,857800000,33865756672,509037504,0.05975,86.67,39.479781618092794,1.497877802538167,Growth,20.947501135955413,-75.83073596866802,Overvalued,Watchlist,Growth - Watchlist
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,41067134976,8.741293,1.0495975,3.342596,0.13,0.808,9171999744,56544129024,2043000064,0.07135,140.56,6.16486378131325,4.974781087587306,Value,272.55601659845973,93.90724003874483,Undervalued,Watchlist,Value - Undervalued
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,60681052160,166.8302,2.8958356,10.993558,-0.67,0.065,2488730112,78267441152,1393827072,0.00997,176.84,31.448745998859035,2.2969724854553344,Blend,16.69499886711159,-90.55926325089821,Overvalued,Watchlist,Blend - Watchlist
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,24973658112,21.65649,3.24173,0.60712546,0.079,0.053,2962992896,41141608448,1635128448,0.03974,113.48,13.885152577834598,6.547412640418547,Blend,84.8093943201322,-25.26489749723987,Overvalued,Watchlist,Blend - Watchlist
DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,19721771008,18.639053,5.0858407,1.0926613,0.167,0.113,2075299968,26621755392,1202599936,0.04691,94.5,12.827907195341893,6.097829325328712,Growth,88.75035121151272,-6.084284432261669,Fair Valued,Momentum,Growth - Momentum
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,47560155136,21.53282,1.8037453,3.1913142,0.488,0.122,7336000000,96063127552,-2503249920,0.02863,55.77,13.094755664122138,-5.2633342192469,Growth,57.80879606108257,3.655721823709099,Fair Valued,Momentum,Growth - Momentum
DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,16032211968,26.877726,-4.147856,3.3867352,0.301,0.031,935030976,22040969216,474226624,0.30322,468.21,23.572448166679774,2.957961290348129,Growth,339.95130949694186,-27.39341118366932,Overvalued,Momentum,Growth - Momentum
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,92566872064,276.51898,11.0311575,8.234755,,0.207,530000000,87282900992,1858125056,0.01424,218.45,164.6847188528302,2.0073326607766404,Growth,12.44250033035707,-94.30418845028288,Overvalued,Watchlist,Growth - Watchlist
DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,24603312128,23.863031,3.446918,3.1835558,-0.63,-0.009,1666148992,25770860544,922395776,0.06711,179.45,15.467320550406095,3.749071552647824,Blend,118.44000454091518,-33.99832569466972,Overvalued,Stable,Blend - Stable
DOW,Dow Inc.,Basic Materials,Chemicals,20180910080,71.375,1.2021053,0.4733969,,-0.031,4520999936,37143904256,-592000000,0.01827,28.55,8.215860380848278,-2.9334653276449263,Value,6.300000000000001,-77.93345008756567,Overvalued,Stable,Value - Overvalued
DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,37089034240,9.16085,1.5317864,1.0502257,-0.267,-0.151,5640000000,42030370816,1288112512,0.098900005,120.74,7.4521934070921985,3.473027913492525,Value,207.5849948421817,71.92727749062588,Undervalued,Stable,Value - Undervalued
DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,27776018432,18.08784,2.3300145,2.0338302,0.417,0.37,3460999936,51185975296,-1550125056,0.02915,133.85,14.78936037056315,-5.580803669881436,Growth,157.28698119841837,17.50988509407425,Undervalued,Momentum,Growth - Momentum
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,89563332608,19.109453,1.8015949,2.9353478,0.22,0.075,14897999872,178666340352,-2420750080,0.02841,115.23,11.992639407105507,-2.7028360931980027,Growth,110.34899847735048,-4.235877395339345,Fair Valued,Momentum,Growth - Momentum
DD,"DuPont de Nemours, Inc.",Basic Materials,Specialty Chemicals,28512335872,2271.0,1.2486712,2.2771614,,0.046,3177999872,34889318400,1773874944,0.03362,68.13,10.978388862565694,6.221429741721023,Blend,0.4725,-99.30647291941877,Overvalued,Stable,Blend - Stable
EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,9101712384,10.042039,1.549606,0.9721975,0.13,-0.009,1923000064,13864719360,532375008,0.059520002,78.83,7.209942224942121,5.849174150304594,Value,133.05748961938903,68.79042194518462,Undervalued,Watchlist,Value - Undervalued
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,129696391168,33.446014,7.008289,5.1239095,0.201,0.073,5792000000,138556391424,2571749888,0.07821,331.45,23.922028906077347,1.9829001137500641,Growth,178.52865067867282,-46.13707929441158,Overvalued,Momentum,Growth - Momentum
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,36226949120,18.896635,7.352914,3.5130868,0.245,0.011,2516000000,38623211520,3065374976,0.067779996,78.61,15.351037965023847,8.461587438252376,Growth,77.6879984187661,-1.1728807800965526,Fair Valued,Momentum,Growth - Momentum
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,75714977792,36.384193,11.384603,4.827376,,0.178,3648699904,82003959808,1633100032,0.07764,267.06,22.47484363350919,2.1569048550557093,Growth,115.60501012074116,-56.71197104742711,Overvalued,Watchlist,Growth - Watchlist
EIX,Edison International,Utilities,Utilities - Regulated Electric,20684912640,7.60396,1.3811175,1.1934521,,-0.065,6406000128,62746894336,-1136125056,0.02796,53.76,9.795019213586878,-5.492530114935017,Value,111.35250579960969,107.12891703796446,Undervalued,Stable,Value - Undervalued
EW,Edwards Lifesciences Corporation,Healthcare,Medical Devices,45473230848,32.033054,4.4863706,8.234473,0.042,0.062,1686000000,42337030144,1447462528,0.084180005,77.52,25.11093128351127,3.1831090534084234,Blend,37.824604547540176,-51.20665048046933,Overvalued,Watchlist,Blend - Watchlist
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,37507072000,35.192944,5.9095225,5.0257363,0.458,0.065,1938000000,37477064704,1655750016,0.07678,149.57,19.338010683178535,4.4145008599978155,Growth,92.94749254282337,-37.856861307198386,Overvalued,Momentum,Growth - Momentum
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,88873787392,15.311793,2.088286,0.48532027,0.002,0.148,9834999808,85341634560,7437749760,0.0493,393.36,8.677339728118884,8.368890286169476,Growth,386.1207371337896,-1.840365788644098,Fair Valued,Watchlist,Growth - Watchlist
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,69474369536,35.696533,3.6092927,3.945838,-0.011,0.013,4853000192,82604376064,3432624896,0.04718,123.51,17.021300802783895,4.940850732328408,Blend,54.49499815570324,-55.87806804655231,Overvalued,Stable,Blend - Stable
ENPH,"Enphase Energy, Inc.",Technology,Solar,5403104256,37.779816,6.6634307,3.7966394,,0.352,225983008,5170852864,358479744,0.03012,41.18,22.881600301558954,6.634699739541727,Growth,17.167500233457993,-58.31107276965033,Overvalued,Watchlist,Growth - Watchlist
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,36666421248,26.585762,2.3304305,3.0729744,3.643,0.019,5390584832,65116160000,-2324900864,0.03068,82.15,12.079609546899716,-6.3406811596777075,Growth,215.20303800207043,161.96352769576436,Undervalued,Momentum,Growth - Momentum
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,62247010304,10.560185,2.1299443,2.6511781,-0.145,0.0,12144000000,60710006784,4095249920,0.105059996,114.05,4.999177106719368,6.5790307036430296,Blend,170.10000298290228,49.14511440850705,Undervalued,Stable,Blend - Stable
EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services,10097210368,24.92727,2.770644,2.0758355,-0.35,0.117,690411008,9082296320,566563904,0.08141,178.23,13.154912385174484,5.611093394622636,Growth,112.61251232084379,-36.81618564728508,Overvalued,Watchlist,Growth - Watchlist
EQT,EQT Corporation,Energy,Oil & Gas E&P,33756518400,92.44262,1.6292508,5.483648,0.719,0.885,2947750912,45552926720,1317945600,0.0125,56.39,15.453451828157725,3.904269937980334,Growth,15.728850502073609,-72.1070216313644,Overvalued,Momentum,Growth - Momentum
EFX,Equifax Inc.,Industrials,Consulting Services,33323833344,54.645622,6.6900215,5.811925,0.06,0.038,1778300032,38224044032,783900032,0.05641,268.31,21.49471030994167,2.352370520845682,Blend,78.06899883031801,-70.90343303256755,Overvalued,Watchlist,Blend - Watchlist
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,89448628224,95.25312,6.4402375,10.148472,0.44,0.036,3664999936,106172620800,3243500032,0.03119,914.43,28.969337695508216,3.6261037160654133,Growth,207.36001088468282,-77.32357743242426,Overvalued,Momentum,Growth - Momentum
EQR,Equity Residential,Real Estate,REIT - Residential,26825148416,26.145039,2.3588967,8.911714,-0.13,0.041,1840765952,34696278016,1447674240,0.02643,68.5,18.848826478076884,5.396705425631596,Blend,41.264998686748946,-39.759126004746065,Overvalued,Stable,Blend - Stable
ERIE,Erie Indemnity Company,Financial Services,Insurance Brokers,19435632640,31.633192,9.401305,4.9786277,0.112,0.123,778619776,19160135680,362523872,0.16288,371.69,24.60782049286146,1.8652537775070852,Growth,195.98999683623455,-47.270575792667394,Overvalued,Watchlist,Growth - Watchlist
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,19271053312,26.73276,3.224722,10.354357,-0.257,0.088,1182027008,24921475072,794400128,0.028299998,279.09,21.083676517821157,4.122245500225619,Growth,164.4299915160275,-41.083524484565004,Overvalued,Watchlist,Growth - Watchlist
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,24628621312,,5.668157,1.6656717,-0.516,-0.099,2151000064,31379619840,1570625024,0.03877,68.46,14.588386288397619,6.37723486062426,Blend,,,Fair Valued,Stable,Blend - Stable
EG,"Everest Group, Ltd.",Financial Services,Insurance - Reinsurance,14724662272,17.483839,1.0404983,0.8461477,-0.71,0.057,0,13795672064,4593375232,0.01207,346.18,,31.19511434048054,Value,311.8499890098508,-9.91680946043943,Fair Valued,Watchlist,Value - Fair Valued
EVRG,"Evergy, Inc.",Utilities,Utilities - Regulated Electric,15011136512,17.16842,1.5115497,2.548234,0.019,0.033,2667300096,29415116800,-467612512,0.02912,65.24,11.02804924129542,-3.115103987137733,Blend,58.08300356118966,-10.970258183338952,Overvalued,Stable,Blend - Stable
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,24060043264,28.723684,1.5679843,1.8964943,0.008,0.236,4379497984,53539004416,-845830272,0.03091,65.49,12.224918155368194,-3.515497718433363,Value,34.47360025266954,-47.36051266961438,Overvalued,Watchlist,Value - Overvalued
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,43026591744,15.843865,1.558546,1.8155447,0.368,0.111,7647000064,90296410112,-1935000064,0.02755,42.62,11.808082824151,-4.497219011705321,Value,55.19880407968636,29.513852838306814,Undervalued,Momentum,Value - Undervalued
EXE,Expand Energy Corporation,Energy,Oil & Gas E&P,27926837248,,1.6210803,4.2519546,,2.563,1226000000,32891887616,1787374976,-0.02259,117.35,26.828619588907014,6.400205508871235,Growth,,,Fair Valued,Watchlist,Growth - Watchlist
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,22443212800,21.042908,21.037893,1.6274991,,0.034,1838000000,24022194176,1859500032,0.04084,176.55,13.06974655930359,8.285355793623273,Blend,132.1425014071249,-25.15293038395644,Overvalued,Stable,Blend - Stable
EXPD,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,15387476992,18.664452,6.721302,1.3912406,0.256,0.208,1152937984,14659033088,599665152,0.14770001,112.36,12.714502680484157,3.897098610199501,Growth,113.41679895021831,0.9405473035050802,Fair Valued,Momentum,Growth - Momentum
EXR,Extra Space Storage Inc.,Real Estate,REIT - Industrial,33197082624,34.844185,2.2897882,9.870431,0.268,0.031,2265201920,45806305280,781681728,0.03329,149.83,20.221731614989977,2.3546699475178556,Growth,81.78600245636396,-45.4141343813896,Overvalued,Momentum,Growth - Momentum
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,449366163456,13.828912,1.7104378,1.3174493,-0.144,0.006,64872001536,476967043072,21801000960,0.061979998,104.27,7.3524329722941015,4.851500342689834,Value,118.75500400899217,13.891823160057715,Undervalued,Stable,Value - Undervalued
FFIV,"F5, Inc.",Technology,Software - Infrastructure,16967017472,28.082697,5.1631446,5.771524,0.24,0.073,824352000,15974544384,746167488,0.08076,295.43,19.378304879468963,4.397752812074195,Growth,195.67201825380235,-33.76704523785589,Overvalued,Momentum,Growth - Momentum
FDS,FactSet Research Systems Inc.,Financial Services,Financial Data & Stock Exchanges,16406428672,30.684883,7.985483,7.278089,0.03,0.045,852484992,17782532096,514323008,0.10808,432.35,20.859642413505387,3.134887051182372,Blend,217.69049925984731,-49.649473977137205,Overvalued,Stable,Blend - Stable
FICO,Fair Isaac Corporation,Technology,Software - Application,43208949760,76.34839,-38.456203,23.47852,0.277,0.15,827203968,45611286528,553474496,0.28702998,1775.1,55.13910509674925,1.2809255931334167,Growth,445.35373306496706,-74.91106230268903,Overvalued,Momentum,Growth - Momentum
FAST,Fastenal Company,Industrials,Industrial Distribution,48252911616,42.06,13.074293,6.3404746,-0.0,0.034,1690899968,48516968448,683987520,0.20121,42.06,28.692985608951172,1.4175051765647217,Blend,15.75,-62.55349500713267,Overvalued,Stable,Blend - Stable
FRT,Federal Realty Investment Trust,Real Estate,REIT - Retail,8375803392,27.706896,2.742945,6.845281,0.092,0.062,761038016,13217847296,390635872,0.0317,96.42,17.36818269010099,4.663861527278791,Blend,57.002401135082046,-40.881143813439074,Overvalued,Watchlist,Blend - Watchlist
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,52618338304,13.81195,1.9734372,0.59919536,-0.133,0.139,10992000000,0,4111624960,0.04879,219.61,0.0,7.814053222747701,Value,250.42499429841553,14.031689949645058,Undervalued,Watchlist,Value - Undervalued
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services,42677837824,51.738853,2.836342,4.187797,-0.88,0.026,2700999936,53963841536,1938875008,0.034360003,81.23,19.97920874293571,4.543048820785547,Blend,24.727500240486584,-69.55866029732047,Overvalued,Stable,Blend - Stable
FITB,Fifth Third Bancorp,Financial Services,Banks - Regional,26305857536,12.51111,1.4380063,3.3269076,0.014,-0.022,0,44771868672,0,0.01081,39.41,,,Value,47.91150425501814,21.571946853636494,Undervalued,Stable,Value - Undervalued
FSLR,"First Solar, Inc.",Technology,Solar,17840039936,14.121393,2.1789818,4.191001,-0.114,0.064,1831742976,17579751424,-820771968,0.07502,166.35,9.597280652545,-4.600729431909721,Blend,185.53498935976077,11.53290613751775,Undervalued,Watchlist,Blend - Watchlist
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,23461390336,21.622341,1.8669056,1.7045474,0.409,0.145,4570999808,49410400256,-1061875008,0.02962,40.65,10.809538904272909,-4.526053199714345,Value,39.73379894434188,-2.253877135690334,Fair Valued,Momentum,Value - Fair Valued
FI,"Fiserv, Inc.",Technology,Information Technology Services,92429697024,29.506195,3.5810027,4.4645557,0.218,0.051,9162000384,120304664576,4073125120,0.04385,166.71,13.130829462318433,4.40672776298551,Growth,103.22549891641398,-38.08079964224463,Overvalued,Momentum,Growth - Momentum
